CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15604315,Cust4315,677,Germany,Male,47,5,0.0,2,0,1,87022.68,0
15604316,Cust4316,499,Spain,Female,49,1,111381.03,2,1,0,91258.0,0
15604317,Cust4317,767,Spain,Female,32,2,0.0,2,1,1,153657.41,0
15604318,Cust4318,640,Spain,Female,48,1,0.0,4,0,1,166556.63,0
15604319,Cust4319,506,France,Male,22,5,122035.02,2,0,0,94001.62,0
15604320,Cust4320,528,Spain,Female,38,1,56525.89,2,1,0,57643.81,0
15604321,Cust4321,728,Germany,Female,37,1,20930.08,1,0,0,137532.57,1
15604322,Cust4322,490,Germany,Female,39,1,162245.39,2,0,1,158316.9,0
15604323,Cust4323,677,France,Male,39,7,0.0,2,1,0,155581.19,0
15604324,Cust4324,609,France,Male,37,3,48144.61,2,1,1,84801.15,0
15604325,Cust4325,631,Germany,Female,34,9,79561.32,2,1,0,45460.66,1
15604326,Cust4326,585,France,Male,37,5,80347.03,2,1,1,105568.87,0
15604327,Cust4327,559,Germany,Male,52,7,29361.02,2,1,1,64469.2,0
15604328,Cust4328,603,Spain,Female,32,5,0.0,1,1,0,70565.0,0
15604329,Cust4329,705,Spain,Male,61,9,44098.86,2,0,0,140457.97,0
15604330,Cust4330,622,France,Male,32,1,117834.55,1,1,1,72064.34,0
15604331,Cust4331,690,Spain,Female,40,8,122191.87,2,1,0,162790.76,1
15604332,Cust4332,627,France,Male,44,6,0.0,3,0,0,85277.38,0
15604333,Cust4333,709,France,Male,35,4,120665.0,1,0,1,43159.22,1
15604334,Cust4334,690,Spain,Male,52,7,129250.32,3,1,1,96463.72,1
15604335,Cust4335,598,France,Male,43,5,33577.41,2,0,1,77200.27,0
15604336,Cust4336,558,France,Male,36,6,62989.87,3,1,0,71516.25,1
15604337,Cust4337,742,France,Female,52,5,0.0,1,1,0,48709.67,0
15604338,Cust4338,572,Germany,Male,28,1,138674.06,1,0,1,56304.08,0
15604339,Cust4339,698,Spain,Male,32,4,97815.41,2,1,1,153522.66,0
15604340,Cust4340,653,France,Female,44,10,87715.74,2,1,0,155500.56,1
15604341,Cust4341,606,France,Male,46,1,126346.68,2,1,0,90938.54,1
15604342,Cust4342,691,Germany,Male,41,2,0.0,2,1,0,65656.01,0
15604343,Cust4343,781,France,Male,37,7,53984.36,2,1,0,128957.18,0
15604344,Cust4344,710,Germany,Male,35,1,108006.1,3,0,0,135765.53,0
15604345,Cust4345,662,Spain,Male,49,0,101543.43,1,1,0,115040.38,1
15604346,Cust4346,806,Spain,Male,40,8,121244.82,1,0,0,153537.3,0
15604347,Cust4347,489,Spain,Female,29,2,0.0,2,1,1,90519.25,0
15604348,Cust4348,543,Germany,Female,29,2,117878.42,1,1,0,133723.18,0
15604349,Cust4349,605,Spain,Female,53,4,73828.23,2,1,1,107898.55,0
15604350,Cust4350,786,France,Male,31,9,0.0,2,0,1,71282.8,1
15604351,Cust4351,741,France,Female,41,10,0.0,1,1,0,35790.65,0
15604352,Cust4352,485,Germany,Female,52,2,89246.5,1,0,0,46784.34,1
15604353,Cust4353,608,France,Male,43,3,101446.91,1,1,0,103774.87,0
15604354,Cust4354,523,Spain,Female,30,5,128678.8,1,1,0,48777.76,1
15604355,Cust4355,646,Germany,Female,28,8,58058.09,1,1,0,192940.06,0
15604356,Cust4356,737,Spain,Male,57,0,0.0,1,1,1,79321.59,0
15604357,Cust4357,744,France,Female,28,4,146864.27,2,0,0,40305.33,0
15604358,Cust4358,676,France,Male,32,1,0.0,2,1,0,187308.15,1
15604359,Cust4359,609,Germany,Male,42,2,107424.24,1,0,0,169605.81,0
15604360,Cust4360,641,France,Male,36,6,82764.73,2,1,0,58487.94,0
15604361,Cust4361,716,Germany,Male,44,0,100101.09,1,1,0,137282.47,1
15604362,Cust4362,850,Germany,Female,23,9,98684.7,1,1,1,147464.62,0
15604363,Cust4363,536,Spain,Female,36,0,118482.1,1,1,0,104394.86,1
15604364,Cust4364,803,Germany,Male,45,9,44523.58,2,1,1,122185.94,0
15604365,Cust4365,673,France,Female,45,4,0.0,1,1,0,170351.3,0
15604366,Cust4366,729,France,Female,32,6,0.0,2,1,1,103672.26,0
15604367,Cust4367,668,Germany,Female,28,4,0.0,2,1,1,97324.07,0
15604368,Cust4368,785,France,Female,40,4,130097.15,2,1,0,150988.6,0
15604369,Cust4369,682,France,Female,25,6,0.0,2,1,0,189371.11,1
15604370,Cust4370,588,France,Female,51,3,101035.97,1,1,1,185393.72,0
15604371,Cust4371,693,France,Male,40,0,41391.73,2,1,0,127516.95,0
15604372,Cust4372,758,Germany,Female,31,0,96656.84,1,1,0,114113.26,0
15604373,Cust4373,650,France,Male,27,3,27100.09,2,1,0,129396.67,0
15604374,Cust4374,451,Germany,Male,32,2,26770.3,1,1,0,21807.38,1
15604375,Cust4375,639,France,Male,22,0,0.0,1,1,0,179201.54,0
15604376,Cust4376,659,Germany,Male,43,1,110524.56,2,1,1,17936.35,0
15604377,Cust4377,646,France,Female,30,9,51740.18,1,1,0,24667.96,0
15604378,Cust4378,602,Spain,Female,42,5,159866.99,1,1,1,18460.33,0
15604379,Cust4379,777,France,Male,43,4,0.0,2,1,0,148793.87,0
15604380,Cust4380,422,Germany,Female,48,10,155788.1,1,0,0,63998.36,1
15604381,Cust4381,659,France,Male,41,6,178268.18,1,0,0,88266.31,0
15604382,Cust4382,660,France,Female,49,1,144393.58,1,0,1,57927.92,0
15604383,Cust4383,850,France,Male,52,7,0.0,2,1,0,185305.52,0
15604384,Cust4384,649,Spain,Male,41,7,52709.79,2,0,1,199141.74,0
15604385,Cust4385,693,Spain,Female,41,2,0.0,2,1,1,94134.11,0
15604386,Cust4386,662,France,Male,32,7,106178.86,2,1,0,165354.75,0
15604387,Cust4387,659,France,Male,28,1,80112.17,1,1,0,58767.06,0
15604388,Cust4388,819,Germany,Male,51,10,53330.38,2,1,1,133604.21,0
15604389,Cust4389,543,Germany,Male,44,6,0.0,2,1,0,36078.88,0
15604390,Cust4390,586,France,Female,45,3,0.0,2,1,1,174275.45,0
15604391,Cust4391,722,Spain,Male,32,9,58492.5,1,1,1,92378.43,0
15604392,Cust4392,675,Germany,Male,54,5,74842.78,2,1,1,147938.57,0
15604393,Cust4393,623,Germany,Female,36,9,33637.05,1,1,1,132099.73,0
15604394,Cust4394,643,France,Female,30,1,103720.91,2,1,0,158728.62,0
15604395,Cust4395,738,France,Male,32,3,0.0,2,1,1,82437.9,0
15604396,Cust4396,697,France,Female,54,4,144068.46,2,1,1,124895.62,0
15604397,Cust4397,582,Spain,Male,27,2,0.0,2,0,1,126547.67,0
15604398,Cust4398,673,France,Male,30,5,65316.21,1,0,0,48643.52,0
15604399,Cust4399,645,Spain,Female,67,3,100290.97,1,0,1,46317.61,0
15604400,Cust4400,695,Spain,Male,47,9,86092.46,4,1,1,145149.18,0
15604401,Cust4401,619,Germany,Male,31,2,65019.8,1,1,0,55067.12,0
15604402,Cust4402,534,France,Female,27,2,0.0,1,1,1,129437.35,0
15604403,Cust4403,715,France,Female,21,10,39341.93,1,1,1,192571.22,0
15604404,Cust4404,703,France,Female,39,7,105349.68,2,1,1,62200.42,0
15604405,Cust4405,786,Germany,Female,45,0,0.0,2,1,1,176858.84,0
15604406,Cust4406,524,Spain,Male,53,9,146724.06,1,0,1,110249.73,0
15604407,Cust4407,643,France,Female,19,2,0.0,2,1,1,122101.27,0
15604408,Cust4408,628,Spain,Male,25,7,54089.91,2,1,1,61671.6,0
15604409,Cust4409,612,France,Female,37,0,0.0,2,1,1,185954.43,0
15604410,Cust4410,502,France,Male,66,2,49117.44,1,0,0,145421.93,0
15604411,Cust4411,548,France,Male,47,9,0.0,1,0,0,145100.98,0
15604412,Cust4412,676,Germany,Male,42,0,153835.23,1,0,0,172809.67,1
15604413,Cust4413,602,France,Female,26,5,103283.4,1,1,1,31926.12,1
15604414,Cust4414,571,France,Male,18,4,0.0,1,0,1,29999.98,0
15604415,Cust4415,787,Spain,Female,38,2,109861.05,2,1,1,26618.25,1
15604416,Cust4416,850,Germany,Female,37,1,0.0,3,0,1,177666.0,0
15604417,Cust4417,645,France,Female,35,4,0.0,1,0,1,181492.15,0
15604418,Cust4418,506,France,Male,34,4,126205.42,2,1,1,91993.18,0
15604419,Cust4419,688,Germany,Male,31,1,63866.93,1,1,1,136896.72,0
15604420,Cust4420,450,France,Female,28,7,0.0,1,1,0,171420.02,0
15604421,Cust4421,520,France,Female,52,1,163160.96,2,1,1,79030.09,0
15604422,Cust4422,690,Germany,Male,29,4,125148.23,1,1,1,60767.02,1
15604423,Cust4423,517,France,Female,35,10,116658.06,1,1,1,193862.67,0
15604424,Cust4424,622,Germany,Male,38,4,1000.0,1,1,0,47363.3,0
15604425,Cust4425,508,France,Male,45,7,113482.16,2,0,0,105768.71,0
15604426,Cust4426,655,France,Male,29,5,0.0,2,0,1,122291.27,0
15604427,Cust4427,758,France,Male,48,7,94379.45,1,1,1,82070.34,1
15604428,Cust4428,591,France,Male,32,8,136654.87,1,1,1,103981.78,0
15604429,Cust4429,648,France,Female,36,5,106249.19,1,1,0,163539.29,1
15604430,Cust4430,572,France,Male,54,7,0.0,1,1,1,147019.36,0
15604431,Cust4431,578,Spain,Female,28,5,121696.18,1,0,1,161318.17,0
15604432,Cust4432,570,Spain,Female,45,3,0.0,2,1,1,64416.0,0
15604433,Cust4433,725,France,Female,48,8,0.0,2,1,1,61144.35,1
15604434,Cust4434,514,Germany,Male,41,4,0.0,2,1,0,58297.12,0
15604435,Cust4435,618,Germany,Female,37,0,84097.02,1,1,0,112164.17,1
15604436,Cust4436,689,Spain,Male,59,2,117119.65,2,1,0,41511.33,0
15604437,Cust4437,737,France,Female,38,7,0.0,2,1,0,193441.32,1
15604438,Cust4438,692,France,Male,40,7,152256.62,1,1,0,166097.71,1
15604439,Cust4439,643,France,Female,35,6,0.0,1,1,1,196913.79,0
15604440,Cust4440,595,France,Male,40,4,0.0,2,1,0,57292.94,1
15604441,Cust4441,739,France,Female,48,3,0.0,2,0,1,133317.64,0
15604442,Cust4442,567,Spain,Male,35,0,40379.76,2,1,1,182454.61,0
15604443,Cust4443,568,Spain,Male,18,2,0.0,2,1,0,94423.59,0
15604444,Cust4444,780,France,Female,43,10,70805.27,1,1,1,102581.9,0
15604445,Cust4445,685,France,Male,27,9,0.0,1,1,0,18670.33,0
15604446,Cust4446,688,France,Female,45,0,0.0,2,1,1,191914.38,0
15604447,Cust4447,707,France,Female,38,10,0.0,2,1,1,151205.28,0
15604448,Cust4448,641,Germany,Female,47,8,115197.25,1,1,0,193678.95,0
15604449,Cust4449,512,France,Female,29,1,0.0,1,1,1,53105.79,0
15604450,Cust4450,674,Spain,Female,33,4,163120.67,3,0,1,156996.69,0
15604451,Cust4451,648,Spain,Female,35,1,98746.22,2,1,1,50407.49,0
15604452,Cust4452,568,Germany,Male,23,7,85170.64,1,1,1,39711.63,0
15604453,Cust4453,545,Germany,Female,49,7,0.0,1,1,1,184235.39,0
15604454,Cust4454,646,Germany,Female,22,2,133732.31,2,1,1,35218.38,0
15604455,Cust4455,520,France,Male,49,8,38645.05,1,1,1,137997.08,0
15604456,Cust4456,636,France,Male,42,3,17481.82,1,1,1,89603.06,0
15604457,Cust4457,625,Germany,Male,36,5,0.0,4,0,1,186808.59,1
15604458,Cust4458,639,France,Female,41,1,0.0,2,0,0,108547.61,0
15604459,Cust4459,689,Spain,Male,41,10,126599.97,4,0,1,132078.42,0
15604460,Cust4460,710,France,Female,34,2,0.0,1,1,1,154991.83,0
15604461,Cust4461,582,France,Female,41,9,179174.16,1,1,1,77448.79,0
15604462,Cust4462,733,France,Female,45,9,137088.9,3,0,1,188637.69,0
15604463,Cust4463,629,Spain,Male,29,1,1000.0,2,1,1,25028.38,0
15604464,Cust4464,818,France,Female,41,1,0.0,2,1,1,35367.53,0
15604465,Cust4465,594,France,Female,18,1,15928.85,1,0,1,137036.24,0
15604466,Cust4466,495,France,Male,19,9,103515.44,2,1,0,93198.09,0
15604467,Cust4467,730,Germany,Male,44,0,108584.57,1,1,1,75657.28,0
15604468,Cust4468,691,Spain,Male,34,6,0.0,3,0,1,153943.45,0
15604469,Cust4469,765,France,Female,29,9,66733.13,2,1,1,156002.87,0
15604470,Cust4470,680,Spain,Male,37,3,59594.77,1,1,1,175378.52,0
15604471,Cust4471,850,France,Male,34,6,111387.02,1,0,0,43762.79,0
15604472,Cust4472,632,Germany,Male,28,0,53621.4,1,1,1,164298.85,0
15604473,Cust4473,750,France,Male,22,10,88553.16,2,1,0,138456.72,1
15604474,Cust4474,600,France,Male,18,6,141548.1,1,1,1,172197.15,0
15604475,Cust4475,697,Germany,Female,45,8,134948.24,2,0,1,123522.44,0
15604476,Cust4476,715,Germany,Male,34,2,147906.45,1,1,1,177744.75,1
15604477,Cust4477,730,France,Female,48,8,0.0,2,1,0,157557.24,0
15604478,Cust4478,725,Spain,Male,34,6,0.0,2,1,1,187017.75,0
15604479,Cust4479,350,Spain,Male,42,1,0.0,1,0,1,133485.11,1
15604480,Cust4480,643,France,Female,37,6,0.0,1,1,1,88928.59,0
15604481,Cust4481,595,Germany,Female,38,1,0.0,1,1,1,86040.2,0
15604482,Cust4482,614,Spain,Female,39,7,0.0,3,0,0,87810.27,0
15604483,Cust4483,623,France,Male,34,10,0.0,1,0,1,139265.38,1
15604484,Cust4484,744,Spain,Male,26,9,0.0,1,1,0,74338.21,0
15604485,Cust4485,669,France,Female,46,5,134258.38,2,1,1,13008.77,0
15604486,Cust4486,601,Spain,Male,54,9,123049.68,1,1,0,29665.66,0
15604487,Cust4487,509,France,Female,55,10,0.0,2,1,1,161398.18,0
15604488,Cust4488,797,France,Male,32,5,82735.09,1,0,0,185482.01,0
15604489,Cust4489,588,Germany,Male,31,3,131682.79,4,0,0,24544.95,1
15604490,Cust4490,637,Germany,Female,32,2,72130.04,2,1,1,72505.86,0
15604491,Cust4491,850,Spain,Female,36,6,0.0,2,1,0,110569.23,0
15604492,Cust4492,590,Spain,Female,37,4,123013.32,1,0,1,156055.95,0
15604493,Cust4493,624,France,Female,28,6,74678.54,1,1,1,142831.16,0
15604494,Cust4494,672,France,Male,23,10,120558.67,1,1,0,197959.9,0
15604495,Cust4495,496,France,Female,38,0,0.0,2,1,1,121523.05,0
15604496,Cust4496,485,France,Female,18,3,83308.17,3,0,1,90507.29,0
15604497,Cust4497,604,France,Male,37,5,135192.86,1,1,1,182858.69,0
15604498,Cust4498,607,Spain,Male,29,7,43790.09,4,1,1,67203.41,0
15604499,Cust4499,663,Spain,Female,46,10,43531.87,2,1,1,50813.73,0
15604500,Cust4500,556,France,Male,48,9,0.0,2,1,0,62240.14,0
15604501,Cust4501,692,France,Female,49,4,49980.24,4,1,1,69607.51,0
15604502,Cust4502,443,Germany,Male,35,6,0.0,3,1,0,101607.43,1
15604503,Cust4503,643,France,Female,27,5,0.0,2,0,0,65674.21,1
15604504,Cust4504,685,France,Female,30,1,37700.25,2,1,0,172024.21,0
15604505,Cust4505,682,France,Female,41,7,0.0,2,0,0,198345.03,0
15604506,Cust4506,634,France,Female,22,9,0.0,1,1,1,193356.53,0
15604507,Cust4507,587,France,Male,52,8,0.0,1,0,1,139950.77,0
15604508,Cust4508,632,Spain,Female,35,3,72559.1,2,1,0,143409.48,1
15604509,Cust4509,768,France,Female,43,9,125441.64,1,1,1,20759.61,0
15604510,Cust4510,592,Germany,Female,20,2,0.0,1,1,1,103025.34,0
15604511,Cust4511,744,Germany,Female,29,4,0.0,1,1,1,124779.32,0
15604512,Cust4512,759,Spain,Female,19,2,66252.14,2,1,1,183761.5,1
15604513,Cust4513,483,France,Female,48,4,30636.91,1,1,1,27353.38,0
15604514,Cust4514,638,France,Female,36,10,99484.91,3,1,1,107705.35,0
15604515,Cust4515,556,France,Female,44,5,0.0,2,1,1,92674.13,0
15604516,Cust4516,506,France,Female,39,8,141280.67,1,0,0,39524.15,0
15604517,Cust4517,726,France,Male,43,10,0.0,1,1,1,192340.19,0
15604518,Cust4518,695,Spain,Male,35,1,0.0,1,0,0,184740.69,0
15604519,Cust4519,675,France,Female,36,10,111957.95,1,1,0,38419.6,0
15604520,Cust4520,546,France,Male,37,1,127133.65,1,1,0,57554.79,1
15604521,Cust4521,670,France,Male,42,6,0.0,1,0,0,119027.64,0
15604522,Cust4522,524,Spain,Male,42,4,111705.17,2,1,0,59318.36,0
15604523,Cust4523,657,Spain,Female,66,3,25494.4,1,1,1,139302.64,0
15604524,Cust4524,586,Germany,Female,55,7,151640.62,1,0,0,162236.96,0
15604525,Cust4525,751,Germany,Female,20,9,181422.04,3,1,1,90124.36,0
15604526,Cust4526,615,Germany,Female,37,0,0.0,2,0,1,192049.79,0
15604527,Cust4527,672,Germany,Female,34,1,114469.87,1,1,0,39450.21,1
15604528,Cust4528,672,France,Male,51,5,136690.82,2,1,0,49522.7,0
15604529,Cust4529,643,Germany,Male,35,1,170347.05,1,0,1,147629.31,0
15604530,Cust4530,660,Spain,Male,43,3,0.0,2,1,0,112474.1,0
15604531,Cust4531,679,France,Male,18,4,68604.42,2,1,1,128797.02,0
15604532,Cust4532,564,Germany,Female,23,4,121433.94,2,0,0,112890.2,0
15604533,Cust4533,689,France,Male,59,7,159704.33,2,1,0,175199.05,1
15604534,Cust4534,733,Germany,Female,39,5,0.0,2,1,1,83073.97,0
15604535,Cust4535,688,France,Female,28,0,0.0,1,1,0,22456.57,0
15604536,Cust4536,616,Germany,Male,40,7,0.0,2,1,0,140403.09,0
15604537,Cust4537,667,Spain,Female,27,3,133393.06,1,1,0,107601.35,1
15604538,Cust4538,615,France,Female,35,0,98917.49,1,1,0,126784.77,0
15604539,Cust4539,639,France,Female,23,8,0.0,2,0,1,55433.98,0
15604540,Cust4540,536,France,Female,30,4,177570.99,1,1,1,160207.06,0
15604541,Cust4541,782,France,Female,34,7,60972.01,1,0,1,22930.05,0
15604542,Cust4542,836,Spain,Female,49,7,0.0,1,1,1,48315.95,0
15604543,Cust4543,582,France,Female,43,0,0.0,3,0,1,12520.68,0
15604544,Cust4544,725,France,Male,44,9,115772.78,1,0,0,141359.55,0
15604545,Cust4545,790,France,Female,38,2,0.0,1,0,1,155785.28,0
15604546,Cust4546,558,Spain,Male,46,8,103593.83,1,1,1,113158.05,0
15604547,Cust4547,443,France,Male,29,7,0.0,3,0,1,44822.62,1
15604548,Cust4548,796,Germany,Male,31,1,0.0,1,1,1,20117.76,0
15604549,Cust4549,649,France,Male,42,1,0.0,2,1,0,66333.28,0
15604550,Cust4550,600,France,Male,35,9,166915.31,1,0,1,83934.7,0
15604551,Cust4551,655,Germany,Male,38,0,0.0,2,1,0,100592.31,0
15604552,Cust4552,615,France,Male,36,2,82275.37,2,0,0,155061.51,1
15604553,Cust4553,850,Germany,Female,51,10,164796.27,1,1,0,189241.1,0
15604554,Cust4554,599,France,Female,51,1,72424.31,1,0,0,162855.81,0
15604555,Cust4555,681,Germany,Female,32,6,160213.44,1,1,0,77388.66,0
15604556,Cust4556,774,Spain,Male,20,4,0.0,1,1,0,14675.73,1
15604557,Cust4557,774,Germany,Female,31,4,167100.17,2,0,1,195173.6,0
15604558,Cust4558,755,France,Male,29,1,0.0,1,1,1,139524.88,0
15604559,Cust4559,609,Germany,Male,46,6,0.0,2,1,1,71759.28,0
15604560,Cust4560,635,Spain,Male,47,3,92373.04,1,1,1,186988.37,0
15604561,Cust4561,441,France,Female,28,7,0.0,1,0,1,28202.82,0
15604562,Cust4562,643,France,Female,30,8,161438.76,2,0,0,75918.02,0
15604563,Cust4563,653,Spain,Female,23,5,23355.23,2,1,1,105279.02,0
15604564,Cust4564,721,France,Female,39,0,0.0,1,0,0,63972.57,0
15604565,Cust4565,822,Germany,Male,38,7,127225.53,4,1,0,32715.71,1
15604566,Cust4566,718,Spain,Female,46,5,52974.51,1,1,0,34565.78,1
15604567,Cust4567,753,France,Male,43,7,0.0,2,0,1,136296.92,0
15604568,Cust4568,648,Germany,Male,44,8,55238.99,1,1,1,193739.44,0
15604569,Cust4569,773,Germany,Female,23,1,85619.65,1,0,0,197174.74,1
15604570,Cust4570,651,France,Female,32,1,140917.04,2,0,1,100612.47,0
15604571,Cust4571,759,Spain,Male,47,4,82980.75,1,1,1,155599.78,0
15604572,Cust4572,727,France,Male,33,9,0.0,2,1,1,50684.74,0
15604573,Cust4573,688,France,Male,22,3,0.0,2,1,0,141937.44,0
15604574,Cust4574,502,Spain,Male,46,4,190366.97,1,1,1,97165.28,0
15604575,Cust4575,755,France,Male,32,8,0.0,2,1,0,132960.33,0
15604576,Cust4576,686,Spain,Female,49,8,61431.77,2,0,1,16982.39,0
15604577,Cust4577,717,France,Male,38,8,110831.29,1,1,0,155201.78,1
15604578,Cust4578,680,France,Male,35,10,131426.41,1,1,1,116663.99,0
15604579,Cust4579,697,France,Male,52,8,75715.38,1,1,0,114744.76,0
15604580,Cust4580,775,Germany,Female,25,1,0.0,1,0,0,53057.62,1
15604581,Cust4581,605,Spain,Male,52,4,0.0,1,1,1,78708.97,0
15604582,Cust4582,695,Spain,Male,32,8,80827.15,2,1,1,20645.69,0
15604583,Cust4583,575,Spain,Female,40,6,100935.07,1,1,1,76550.27,0
15604584,Cust4584,705,Germany,Female,40,1,0.0,1,1,1,62604.8,0
15604585,Cust4585,674,Spain,Male,34,7,163570.44,2,0,1,158722.95,0
15604586,Cust4586,589,Germany,Female,30,1,162496.56,1,0,0,36503.32,0
15604587,Cust4587,659,Spain,Male,34,3,107256.66,4,0,0,42117.51,0
15604588,Cust4588,595,Germany,Female,28,10,150993.97,2,1,1,162327.88,0
15604589,Cust4589,614,Spain,Male,58,10,0.0,3,0,0,121797.86,0
15604590,Cust4590,684,France,Female,33,0,105878.35,2,1,0,133459.35,1
15604591,Cust4591,676,France,Female,50,4,0.0,1,1,0,35405.68,0
15604592,Cust4592,466,Germany,Female,48,3,110582.33,2,1,1,134104.87,0
15604593,Cust4593,686,France,Female,42,5,0.0,1,1,0,132983.44,0
15604594,Cust4594,621,France,Male,37,9,103957.32,2,1,0,99653.0,0
15604595,Cust4595,610,Spain,Female,40,9,0.0,1,1,0,192228.15,1
15604596,Cust4596,542,France,Male,44,1,152078.18,1,1,1,62346.68,0
15604597,Cust4597,646,France,Male,39,8,80246.99,1,1,0,119831.44,0
15604598,Cust4598,600,France,Male,22,0,125137.91,2,1,0,35484.88,0
15604599,Cust4599,772,France,Female,20,5,117557.4,1,1,1,84066.9,0
15604600,Cust4600,482,Germany,Female,53,6,0.0,2,0,0,61115.11,1
15604601,Cust4601,557,Spain,Female,18,4,0.0,3,1,1,142523.09,0
15604602,Cust4602,551,Spain,Female,40,9,129946.6,1,1,1,155129.99,0
15604603,Cust4603,675,Germany,Female,36,7,85455.03,1,0,0,173404.17,1
15604604,Cust4604,763,Germany,Female,40,10,76844.37,2,1,0,57905.7,0
15604605,Cust4605,698,France,Female,27,4,114638.58,4,1,0,133583.82,0
15604606,Cust4606,545,Spain,Male,42,4,110757.77,2,1,1,106753.42,0
15604607,Cust4607,609,France,Male,40,6,211419.55,1,1,0,112181.83,1
15604608,Cust4608,572,France,Female,66,2,0.0,3,1,0,53494.86,1
15604609,Cust4609,699,Spain,Female,39,8,0.0,1,1,1,144899.98,1
15604610,Cust4610,607,Spain,Male,51,3,0.0,1,1,1,128782.4,1
15604611,Cust4611,514,France,Male,23,1,54330.05,2,1,0,182344.51,0
15604612,Cust4612,706,Germany,Male,48,5,32353.4,2,1,0,124485.17,0
15604613,Cust4613,771,France,Male,40,7,51923.36,1,0,1,142234.23,0
15604614,Cust4614,633,France,Female,41,5,87176.1,2,1,1,76158.66,0
15604615,Cust4615,662,France,Male,41,0,0.0,1,0,0,46515.68,0
15604616,Cust4616,505,France,Male,55,0,119124.94,1,1,1,189983.61,0
15604617,Cust4617,452,Germany,Female,41,8,56094.11,3,0,0,125030.53,1
15604618,Cust4618,472,France,Male,30,10,72907.94,2,1,1,101419.76,0
15604619,Cust4619,646,Germany,Male,32,2,0.0,1,0,1,199725.15,0
15604620,Cust4620,620,France,Female,46,10,84684.85,2,1,1,61059.75,0
15604621,Cust4621,702,Spain,Male,42,5,0.0,1,1,1,144441.18,0
15604622,Cust4622,631,Germany,Female,23,1,0.0,1,0,0,53582.23,0
15604623,Cust4623,745,Spain,Female,43,2,52298.33,1,1,1,94185.24,0
15604624,Cust4624,734,France,Female,27,10,0.0,3,0,0,82673.83,0
15604625,Cust4625,619,Germany,Male,42,3,0.0,1,0,0,153566.29,0
15604626,Cust4626,554,Spain,Female,30,9,0.0,1,1,1,99351.08,0
15604627,Cust4627,466,France,Female,35,6,15681.87,2,1,0,76458.86,0
15604628,Cust4628,788,France,Female,33,8,0.0,1,1,1,66175.7,0
15604629,Cust4629,560,France,Male,53,4,154920.09,1,0,1,169406.45,0
15604630,Cust4630,506,France,Male,42,1,65457.65,1,1,1,50399.53,0
15604631,Cust4631,662,France,Male,51,5,0.0,3,1,0,97809.19,0
15604632,Cust4632,507,France,Female,67,10,173891.28,1,1,0,91031.49,1
15604633,Cust4633,662,France,Female,38,10,91584.52,1,1,1,100071.9,0
15604634,Cust4634,618,Germany,Male,53,4,0.0,2,0,0,137122.61,1
15604635,Cust4635,739,France,Female,31,1,103849.16,1,1,1,178593.31,0
15604636,Cust4636,730,France,Female,51,2,166345.99,1,0,0,40798.05,1
15604637,Cust4637,756,Germany,Female,30,4,0.0,2,1,0,146440.53,0
15604638,Cust4638,670,France,Male,38,10,0.0,2,1,0,38009.85,0
15604639,Cust4639,568,France,Female,43,5,0.0,2,1,0,12258.25,0
15604640,Cust4640,550,France,Female,45,5,73940.83,1,0,1,12497.89,0
15604641,Cust4641,599,France,Female,25,8,90955.1,1,1,1,180356.62,0
15604642,Cust4642,841,France,Female,29,1,0.0,1,1,1,170956.29,0
15604643,Cust4643,626,France,Female,44,3,116587.83,2,1,1,72612.69,0
15604644,Cust4644,665,France,Male,34,8,82294.91,2,1,1,133668.82,1
15604645,Cust4645,796,Spain,Female,24,4,179183.86,1,0,0,39345.01,0
15604646,Cust4646,674,Spain,Male,37,6,0.0,2,1,1,153522.64,0
15604647,Cust4647,578,France,Female,37,9,112976.57,1,0,0,199696.31,0
15604648,Cust4648,720,France,Female,40,8,183448.28,2,1,1,189542.36,0
15604649,Cust4649,609,France,Female,43,5,165885.37,2,1,1,130813.21,0
15604650,Cust4650,678,Spain,Female,43,0,0.0,1,1,1,95480.13,0
15604651,Cust4651,699,Spain,Male,30,9,0.0,1,0,0,80252.15,0
15604652,Cust4652,603,France,Male,34,0,0.0,1,0,0,63285.14,0
15604653,Cust4653,668,France,Female,47,0,165483.06,1,1,1,27177.61,0
15604654,Cust4654,804,France,Male,33,2,61604.41,1,1,1,50605.58,0
15604655,Cust4655,590,Spain,Male,34,3,36745.3,1,1,0,116584.04,0
15604656,Cust4656,776,Spain,Female,23,8,0.0,2,1,0,62373.03,0
15604657,Cust4657,593,France,Male,38,6,62160.99,1,1,0,148123.46,0
15604658,Cust4658,823,Germany,Male,41,10,63391.62,1,0,1,156111.84,0
15604659,Cust4659,568,France,Male,18,1,92419.77,1,1,1,101084.6,0
15604660,Cust4660,612,Germany,Female,27,10,0.0,1,1,1,182149.61,0
15604661,Cust4661,795,Spain,Male,24,5,87403.72,2,1,1,165087.81,0
15604662,Cust4662,799,France,Female,46,6,91091.58,2,0,1,25698.24,0
15604663,Cust4663,729,France,Male,19,0,112984.86,1,0,0,162671.09,0
15604664,Cust4664,546,Germany,Male,37,8,0.0,1,1,1,167829.11,0
15604665,Cust4665,658,France,Male,45,5,0.0,3,1,1,76507.9,1
